programme_code,programme_name,difficulty,weight,question,option_A,option_B,option_C,option_D,answer_letter,answer_text
UDP,Urban Development Programme,medium,1.5,খেলায় বোতলের ছবিতে “PET 1” লেখা দেখা যায়। এই ছোট কোডটি আপনাকে কী শেখাতে চায়?,"কোনও মানে নেই, স্রেফ গোপন নম্বর",রিসাইক্লিং শুধু ব্র্যান্ডের জনপ্রিয়তার ওপর নির্ভর করে,"প্লাস্টিকের টাইপ আলাদা করে লেবেল দেওয়া থাকে, তাই স্মার্টভাবে সাজানো যায়",এসব লেখা শুধু কারখানার লোকজনের জন্য,C,"প্লাস্টিকের টাইপ আলাদা করে লেবেল দেওয়া থাকে, তাই স্মার্টভাবে সাজানো যায়"
UDP,Urban Development Programme,medium,1.5,"যদি পুনর্ব্যবহৃত কাঠের তৈরি একটি বেঞ্চে লেখা থাকে যে এটি ৮০০টি প্লাস্টিক ব্যাগের সমপরিমাণ প্লাস্টিক বাঁচিয়েছে, তাহলে এই বার্তাটি কী কাজ করছে?","এলোমেলো সংখ্যা দেখাচ্ছে, আসলে কোনো মানে নেই",বড় বড় সংখ্যা দিয়ে আসল প্রভাব গোপন করছে,রিসাইকেল পণ্যের গুরুত্ব কমিয়ে দিচ্ছে,"প্রভাবকে এমনভাবে দেখাচ্ছে, যা চোখে–মনে অনুভব করা যায়",D,"প্রভাবকে এমনভাবে দেখাচ্ছে, যা চোখে–মনে অনুভব করা যায়"
UDP,Urban Development Programme,hard,2,"একটি শহরে রঙিন ডাস্টবিনও আছে, আবার অল্প পরিমাণে ময়লা ফেলার জরিমানাও আছে। এর মধ্যে কোন কথাটি সঠিক?","ডাস্টবিন হলো Nudge, জরিমানা হলো নিয়ম/রেগুলেশন",দুটোই Nudge,"জরিমানা Nudge, ডাস্টবিন শুধু সাজসজ্জা",দুটোর কোনওটাই আচরণে প্রভাব ফেলে না,A,"ডাস্টবিন হলো Nudge, জরিমানা হলো নিয়ম/রেগুলেশন"
UDP,Urban Development Programme,hard,2,"একটি প্লাস্টিক–সংক্রান্ত nudge কাজ করেছে কি না, তা বিচার করার সবচেয়ে ভালো উপায় কী?","শুধু আয়োজকদের জিজ্ঞেস করা, পোস্টার সুন্দর দেখায় কিনা",নাজের আগে ও পরে প্লাস্টিক ব্যবহারের তথ্য তুলনা করা,মোট কতগুলো পোস্টার ও মেসেজ লাগানো হয়েছে তা গোনা,নাজ নিয়ে কতগুলো মিটিং হলো তা দেখা,B,নাজের আগে ও পরে প্লাস্টিক ব্যবহারের তথ্য তুলনা করা
UDP,Urban Development Programme,hard,2,"একটি খুব পরিষ্কার নদী–অংশে যদি শুধু একটি barrier বসানো হয়, তাহলে তার চেয়ে ভালো কৌশল কী হতে পারে?",রাতে সুন্দর দেখানোর জন্য বেশি লাইট দেওয়া,শুধু সিম্বলিক হিসেবে সেখানেই রেখে দেওয়া,মানুষের চোখে না পড়ার জন্য বেড়া তুলে দেওয়া,"ডেটায় দেখা যেখানে বেশি প্লাস্টিক ভাসে, সেখানে সরিয়ে নেওয়া",D,"ডেটায় দেখা যেখানে বেশি প্লাস্টিক ভাসে, সেখানে সরিয়ে নেওয়া"
UDP,Urban Development Programme,hard,2,"কোনো শহরে অনেকগুলো barrier বসানো হলো, কিন্তু পাড়ায় পাড়ায় বর্জ্য সংগ্রহের ব্যবস্থা কখনোই উন্নত করা হলো না—এর সম্ভাব্য ফলাফল কী?",কয়েক দিনের মধ্যেই নদী পুরোপুরি পরিষ্কার হয়ে যাবে,ব্যারিয়ার থাকলে আর কোনো সংগ্রহের প্রয়োজন নেই,"কিছুদিন উপকার হবে, কিন্তু প্লাস্টিক আসতেই থাকবে",মানুষ সঙ্গে সঙ্গে প্লাস্টিক কেনা বন্ধ করবে,C,"কিছুদিন উপকার হবে, কিন্তু প্লাস্টিক আসতেই থাকবে"
UDP,Urban Development Programme,hard,2,কয়েক দিন পর কর্মীরা লক্ষ্য করলেন যে barrier–এ ধরা পড়া প্লাস্টিকের সময়ের ধরণ বদলে গেছে। এই পরিবর্তনের সম্ভাব্য কারণ কী হতে পারে?,মৌসুমি কারণে মানুষের ফেলার অভ্যাস পাল্টেছে,জোয়ার–ভাটার সময়সূচি বদলেছে,আশেপাশের মানুষের আচরণ বদলেছে,কর্মীরা আলাদা সময়ে ডেটা লিখছে,B,জোয়ার–ভাটার সময়সূচি বদলেছে
UDP,Urban Development Programme,hard,2,"নিচের কোন উদাহরণটি “লাইন” নয়, বরং “লুপ” বা ঘূর্ণি–চক্রের মতো আচরণকে সবচেয়ে ভালোভাবে দেখায়?","বোতল সংগ্রহ করে, রিসাইকেল করে আবার বোতল বানানো","বোতল সংগ্রহ করে, প্রদর্শনীতে রেখে পরে ফেলে দেওয়া",একবার ব্যবহার করে মাটির নিচে পুঁতে ফেলা,একবার ব্যবহার করে ফেলে দিয়ে পুড়িয়ে ফেলা,A,"বোতল সংগ্রহ করে, রিসাইকেল করে আবার বোতল বানানো"
UDP,Urban Development Programme,hard,2,"বাংলাদেশের আরেকটি শহর Cox’s Bazar–এর মডেল (আচরণগত nudge, নদী barrier এবং recycling কারখানা) কপি করতে চায়। এই তিনটি ঠিকভাবে মানিয়ে নিতে হলে, তাদের প্রথমে কী জানতে চাওয়া উচিত?",বেশিরভাগ পরিবার প্লাস্টিক কোথায় ফেলে,কোন ধরনের প্লাস্টিক এখানে লিক হয় এবং কীভাবে চলে,মাসে মোট কত প্লাস্টিক ফরমাল বর্জ্য ব্যবস্থায় যায়,নদীর কোন কোন জায়গায় বেশি আবর্জনা জমে,B,কোন ধরনের প্লাস্টিক এখানে লিক হয় এবং কীভাবে চলে
UDP,Urban Development Programme,hard,2,"পুরো recycling–এর গল্পটি বলতে গেলে, বুথে আসা দর্শকদের তাদের নিজেদের ভূমিকা সম্পর্কে কী মনে করিয়ে দেওয়া সবচেয়ে জরুরি?",রিসাইকেল আসলে লোগো আর লাইটের গল্প,"রিসাইকেল শুধু বড় মেশিনের কাজ, মানুষের ভূমিকা কম","মানুষের কিছু করার দরকার নেই, রিসাইকেল নিজে নিজেই হয়ে যায়","মানুষ কম ব্যবহার করবে, আলাদা করে ফেলবে, আর রিসাইকেল পণ্য ব্যবহার করবে—তবেই রিসাইকেল কাজ করবে",D,"মানুষ কম ব্যবহার করবে, আলাদা করে ফেলবে, আর রিসাইকেল পণ্য ব্যবহার করবে—তবেই রিসাইকেল কাজ করবে"
DRMP,Disaster Risk Management Programme,easy,1,Lightning Shed উদ্ভাবনের মূল উদ্দেশ্য কী?,ফসল সংরক্ষণের জন্য একটি স্থান প্রদান করা,বজ্রপাত ও বন্যার সময় নিরাপদ আশ্রয় প্রদান করা,সেচের জন্য বৃষ্টির পানি সংগ্রহ করা,বৃক্ষরোপণকে উৎসাহিত করা,B,বজ্রপাত ও বন্যার সময় নিরাপদ আশ্রয় প্রদান করা
DRMP,Disaster Risk Management Programme,easy,1,বাংলাদেশে বজ্রপাত সাধারণত বছরের কোন সময়ে সবচেয়ে বেশি ঘটে?,শীতকাল,প্রাক-বর্ষা ও বর্ষা মৌসুম,শরৎকাল,বসন্তের পূর্ববর্তী শীতকাল,B,প্রাক-বর্ষা ও বর্ষা মৌসুম
DRMP,Disaster Risk Management Programme,easy,1,বজ্রপাতজনিত মৃত্যু কমাতে কমিউনিটি পর্যায়ে একটি সহজ কী সমাধান নেওয়া যেতে পারে?,বজ্রপাত বিষয়ে সচেতনতামূলক সভা আয়োজন করা,জোরে গান বাজানো,খোলা মাঠে ছাতা ব্যবহার করা,গ্রীষ্মকালে স্কুল বন্ধ রাখা,A,বজ্রপাত বিষয়ে সচেতনতামূলক সভা আয়োজন করা
DRMP,Disaster Risk Management Programme,easy,1,কমিউনিটি পর্যায়ে প্রাথমিক সতর্কবার্তা ছড়িয়ে দিতে কারা গুরুত্বপূর্ণ ভূমিকা রাখতে পারে?,স্থানীয় স্বেচ্ছাসেবক ও নেতৃবৃন্দ,শুধুমাত্র সরকারি কর্মকর্তা,শুধুমাত্র শিক্ষক,শুধুমাত্র গণমাধ্যম কর্মী,A,স্থানীয় স্বেচ্ছাসেবক ও নেতৃবৃন্দ
DRMP,Disaster Risk Management Programme,easy,1,বজ্রঝড়ের সময় মানুষকে কোন ধরনের জিনিস ছোঁয়া এড়িয়ে চলা উচিত?,কাঠের দরজা,ধাতব বস্তু ও বৈদ্যুতিক সরঞ্জাম,বই,পোশাক,B,ধাতব বস্তু ও বৈদ্যুতিক সরঞ্জাম
DRMP,Disaster Risk Management Programme,easy,1,বজ্রপাত থেকে সুরক্ষার জন্য তৈরি shed–এ কী ধরনের নিরাপত্তা ব্যবস্থা থাকে?,বজ্র নিরোধক দণ্ড,পানির পাম্প,সৌর আলো,অগ্নিনির্বাপক,A,বজ্র নিরোধক দণ্ড
DRMP,Disaster Risk Management Programme,medium,1.5,কমিউনিটি বন্যা পূর্বাভাস ব্যবস্থায় পানির উচ্চতা কে পর্যবেক্ষণ করে?,স্থানীয় সরকার কর্মকর্তারা,স্কুল শিক্ষকরা,কমিউনিটি স্বেচ্ছাসেবকরা,কৃষকরা,C,কমিউনিটি স্বেচ্ছাসেবকরা
DRMP,Disaster Risk Management Programme,medium,1.5,Community Flood Gauge বলতে আমরা কী বুঝি?,বজ্রপাত বিষয়ক সংকেত প্রদান যন্ত্র/স্থাপনা,ভূমিকম্প বিষয়ক সংকেত প্রদান যন্ত্র/স্থাপনা,ঘূর্ণিঝড় বিষয়ক সংকেত প্রদান যন্ত্র/স্থাপনা,বন্যা বিষয়ক সংকেত প্রদান যন্ত্র/স্থাপনা,D,বন্যা বিষয়ক সংকেত প্রদান যন্ত্র/স্থাপনা
DRMP,Disaster Risk Management Programme,medium,1.5,কোন ধরনের অঞ্চলে Community Flood Gauge বসানো সবচেয়ে উপযুক্ত?,ঘূর্ণিঝড় প্রবণ এলাকায়,পাহাড়ি অঞ্চলে,খরা প্রবণ অঞ্চলে,হাওড় অঞ্চলে,D,হাওড় অঞ্চলে
DRMP,Disaster Risk Management Programme,medium,1.5,Community Flood Gauge–এর মূল উদ্দেশ্য কী?,রেললাইন নির্মাণে,ভূমিকম্পে প্রস্তুতি গ্রহনে,বন্যায় ক্ষয়ক্ষতি নিরুপণে,বন্যা বিষয়ক বার্তা প্রচার ও প্রস্তুতি গ্রহনে,D,বন্যা বিষয়ক বার্তা প্রচার ও প্রস্তুতি গ্রহনে
DRMP,Disaster Risk Management Programme,medium,1.5,Community Flood Gauge ব্র্যাকের কোন কর্মসূচি স্থাপন করেছে?,ক্লাইমেট চেঞ্জ প্রোগ্রাম (সিসিপি),মাইক্রফিন্যান্স প্রোগ্রাম (এমএফ),আরবান ডেভলপমেন্ট প্রোগ্রাম (ইউডিপি),ডিজাস্টার রিস্ক ম্যানেজম্যান্ট প্রোগ্রাম (ডিআরএমপি),D,ডিজাস্টার রিস্ক ম্যানেজম্যান্ট প্রোগ্রাম (ডিআরএমপি)
DRMP,Disaster Risk Management Programme,medium,1.5,ব্র্যাক–এর Community Flood Gauge–এ কোন রংগুলো সংকেত (colour code) হিসেবে ব্যবহার করা হয়?,"লাল, নীল, হলুদ","সবুজ, হলুদ, লাল","সাদা, লাল, নীল","মেজেন্টা, লাল, হলুদ",B,"সবুজ, হলুদ, লাল"
DRMP,Disaster Risk Management Programme,hard,2,গবাদি পশুর আশ্রয়কেন্দ্রটি মূলত কোন সমস্যার সমাধান করে?,ফসল নষ্ট হওয়া,বন্যায় গবাদি পশুর ক্ষয়ক্ষতি,খরা,নদী দূষণ,B,বন্যায় গবাদি পশুর ক্ষয়ক্ষতি
DRMP,Disaster Risk Management Programme,hard,2,নিচের কোনটি কমিউনিটি–ভিত্তিক প্রাথমিক সতর্কীকরণ (early warning) উপকরণের উদাহরণ?,বজ্র নিরোধক,কমিউনিটি ফ্লাডগেজ,বন্ধু তরী নৌকা,গবাদি পশুর আশ্রয়কেন্দ্র,B,কমিউনিটি ফ্লাডগেজ
DRMP,Disaster Risk Management Programme,hard,2,কমিউনিটি–ভিত্তিক early warning system কীভাবে কমিউনিটিকে সাহায্য করে?,সতর্কবার্তা উপেক্ষা করা,কার্যকর সরিয়ে নেওয়া ও প্রস্তুতি নিশ্চিত করা,নিজেরা বাঁধ নির্মাণ করা,ভূমিকম্প পূর্বাভাস দেওয়া,B,কার্যকর সরিয়ে নেওয়া ও প্রস্তুতি নিশ্চিত করা
DRMP,Disaster Risk Management Programme,hard,2,early warning system সম্পর্কে কমিউনিটির সচেতনতা বাড়ানোর কার্যকর উপায় কোনটি?,প্রশিক্ষণ ও মহড়া পরিচালনা করা,প্রাথমিক সতর্কবার্তা উপেক্ষা করা,নদীতে এলোমেলো সাইনবোর্ড টাঙিয়ে দেওয়া,শুধুমাত্র সোশ্যাল মিডিয়ার গুজবের ওপর নির্ভর করা,A,প্রশিক্ষণ ও মহড়া পরিচালনা করা
DRMP,Disaster Risk Management Programme,hard,2,বন্যার সময় মানুষ আশ্রয়কেন্দ্রে যেতে অনীহা বোধ করে কেন?,কেন্দ্র খুব দূরে,খাবারের অভাব,তাদের গবাদি পশুদের মায়া ত্যাগ করতে চান না,পানি প্রবল থাকে,C,তাদের গবাদি পশুদের মায়া ত্যাগ করতে চান না
DRMP,Disaster Risk Management Programme,hard,2,"শুধু গবাদি পশু নিরাপদ রাখার বাইরে,  আশ্রয়কেন্দ্র আর কী কারণে গুরুত্বপূর্ণ?",শিক্ষা প্রসার,জীবিকার উৎস ও সম্পদ রক্ষা,নতুন ফসল উৎপাদন,সেচ উন্নয়ন,B,জীবিকার উৎস ও সম্পদ রক্ষা
DRMP,Disaster Risk Management Programme,hard,2,বাংলাদেশে কৃষকদের মধ্যে বজ্রপাতে মৃত্যুর হার এত বেশি হওয়ার মূল কারণ কী?,রাতের সময়ে কৃষকের কাজ,কৃষিজমিতে বজ্র প্রতিরোধক ব্যবস্থা না থাকা,অসমর্থ সরঞ্জাম ব্যবহার,প্রচণ্ড বৃষ্টি,B,কৃষিজমিতে বজ্র প্রতিরোধক ব্যবস্থা না থাকা
DRMP,Disaster Risk Management Programme,hard,2,"বজ্র থেকে সুরক্ষা দেওয়ার পাশাপাশি,  আশ্রয়কেন্দ্র মানুষকে আর কোন বিপদ থেকে রক্ষা করে?",প্রচণ্ড বৃষ্টি,প্রচণ্ড গরম বা তাপদাহ,বন্যা,ঘূর্ণিঝড়,B,প্রচণ্ড গরম বা তাপদাহ
CCP,Climate Change Programme,medium,1.5,"""আমার বন"" প্রকল্পের লক্ষ্য কী?",জলবায়ু সহনশীলতা অর্জনের জন্য বিভিন্ন প্রজাতির গাছ লাগানো,ফসলের জন্য গ্রিনহাউস তৈরি করা,গ্রামীণ এলাকায় সড়ক নির্মাণ করা,পতিত জমিতে ধান চাষ করা,A,জলবায়ু সহনশীলতা অর্জনের জন্য বিভিন্ন প্রজাতির গাছ লাগানো
CCP,Climate Change Programme,medium,1.5,"""আমার বন"" প্রকল্প কোন ধরনের জমি পুনর্বাসিত করে?",উর্বর কৃষিজমি,পতিত এবং ব্যবহৃত না হওয়া জমি,পার্কের জন্য শহুরে জমি,বন্যা ব্যবস্থাপনার জন্য জলাভূমি,B,পতিত এবং ব্যবহৃত না হওয়া জমি
CCP,Climate Change Programme,easy,1,"""আমার বন""-এ কোন ধরনের গাছ লাগানো হয়?",শুধুমাত্র কাঠের গাছ,"কাঠ, ফল এবং ঔষধি গাছ",শুধুমাত্র ফলের গাছ,সৌন্দর্য বর্ধনকারী গাছ,B,"কাঠ, ফল এবং ঔষধি গাছ"
CCP,Climate Change Programme,hard,2,"""আমার বন"" প্রকল্পের একটি মূল সুবিধা কী?",এটি জীববৈচিত্র্য এবং মাটির উর্বরতা উন্নত করে,এটি কৃষিতে কীটপতঙ্গের সংখ্যা কমিয়ে আনে,এটি শহুরে উন্নয়ন বৃদ্ধি করে,এটি সেচের প্রয়োজনীয়তা কমিয়ে আনে,A,এটি জীববৈচিত্র্য এবং মাটির উর্বরতা উন্নত করে
CCP,Climate Change Programme,medium,1.5,"""আমার বন"" জলবায়ু পরিবর্তনের সাথে মোকাবিলা করতে কীভাবে অবদান রাখে?",গাছ লাগিয়ে কার্বন ডাই অক্সাইড শোষণ করে,বড় বাঁধ তৈরি করে জল সংরক্ষণ করে,রাসায়নিক সার ব্যবহার করে,খামারে সৌর শক্তি প্রদান করে,A,গাছ লাগিয়ে কার্বন ডাই অক্সাইড শোষণ করে
CCP,Climate Change Programme,easy,1,"""আমার বন"" মডেলের একটি মূল বৈশিষ্ট্য কী?",এটি একক ফসল চাষ করে,এটি দেশীয় গাছের প্রজাতির মিশ্রণ ব্যবহার করে,এটি শহরের গাছ লাগানোতে মনোনিবেশ করে,এটি রাসায়নিক কীটনাশক ব্যবহার করে,B,এটি দেশীয় গাছের প্রজাতির মিশ্রণ ব্যবহার করে
CCP,Climate Change Programme,medium,1.5,"""রেইনওয়াটার হারভেস্টিং সিস্টেম""-এর প্রধান উদ্দেশ্য কী?",কৃষির ফলন বৃদ্ধি করা,নিরাপদ পানীয় জলের জন্য বৃষ্টির পানি সংগ্রহ ও সংরক্ষণ করা,বিনোদনমূলক জলাশয় তৈরি করা,শিল্পের পানি শোধন করা,B,নিরাপদ পানীয় জলের জন্য বৃষ্টির পানি সংগ্রহ ও সংরক্ষণ করা
CCP,Climate Change Programme,medium,1.5,"""রেইনওয়াটার হারভেস্টিং সিস্টেম"" গ্রামীণ সম্প্রদায়গুলিকে কীভাবে সাহায্য করে?",শুষ্ক মৌসুমে নির্ভরযোগ্য পানির উৎস প্রদান করে,পানি থেকে বিদ্যুৎ উৎপাদন করে,ফসলের উৎপাদন বাড়িয়ে দেয়,নতুন সেচ খাল তৈরি করে,A,শুষ্ক মৌসুমে নির্ভরযোগ্য পানির উৎস প্রদান করে
CCP,Climate Change Programme,medium,1.5,"""রেইনওয়াটার হারভেস্টিং সিস্টেম""-এ কতটি ফিল্টার রয়েছে?",২,৪,১,৩,A,২
CCP,Climate Change Programme,medium,1.5,"""রেইনওয়াটার হারভেস্টিং সিস্টেম"" প্রধানত কোন ধরনের সম্প্রদায়কে উপকারিতা প্রদান করে?",পানি সংকটযুক্ত গ্রামীণ সম্প্রদায়,উন্নত অবকাঠামো সম্পন্ন শহুরে কেন্দ্র,উচ্চ পানি ব্যবহারকারী শিল্প অঞ্চল,ধনী সম্প্রদায়,A,পানি সংকটযুক্ত গ্রামীণ সম্প্রদায়
CCP,Climate Change Programme,easy,1,"""অ্যাডাপটেশন ক্লিনিক""-এর প্রধান উদ্দেশ্য কী?",কৃষকদের খাদ্য সাহায্য প্রদান করা,কৃষকদের জলবায়ু-বান্ধব কৃষি অনুশীলন গ্রহণে সাহায্য করা,গ্রামীণ সম্প্রদায়কে স্বাস্থ্যসেবা প্রদান করা,কৃষকদের জন্য নতুন রাস্তা নির্মাণ করা,B,কৃষকদের জলবায়ু-বান্ধব কৃষি অনুশীলন গ্রহণে সাহায্য করা
CCP,Climate Change Programme,easy,1,"""অ্যাডাপটেশন ক্লিনিক""-এর সেবা থেকে কে প্রধানত উপকারিত হয়?",শহুরে ব্যবসায়ী,জলবায়ু-ঝুঁকিপ্রবণ কৃষক,শহরের শিশুরা,বৃহৎ কৃষি কোম্পানিগুলি,B,জলবায়ু-ঝুঁকিপ্রবণ কৃষক
CCP,Climate Change Programme,hard,2,"""অ্যাডাপটেশন ক্লিনিক"" দ্বারা প্রচারিত একটি পদ্ধতি কী?",ফসলের জেনেটিক পরিবর্তন,পুনরুদ্ধারমূলক কৃষি অনুশীলন,শহুরে কৃষি,ঐতিহ্যবাহী ফসলের চক্র,B,পুনরুদ্ধারমূলক কৃষি অনুশীলন
CCP,Climate Change Programme,hard,2,"""অ্যাডাপটেশন ক্লিনিক"" কৃষকদের কোন ধরনের আবহাওয়া সম্পর্কিত তথ্য প্রদান করে?",আগাম আবহাওয়ার পূর্বাভাস এবং জলবায়ু তথ্য,শহুরে উন্নয়ন পরিকল্পনা,জাতীয় অর্থনৈতিক পূর্বাভাস,পর্যটন পরিসংখ্যান,A,আগাম আবহাওয়ার পূর্বাভাস এবং জলবায়ু তথ্য
CCP,Climate Change Programme,medium,1.5,"""অ্যাডাপটেশন ক্লিনিক""-এর মূল দৃষ্টিভঙ্গি কী?",বৃহৎ শিল্প চাষ,"স্থানীয়, প্রেক্ষাপট-ভিত্তিক জলবায়ু অভিযোজন",আমদানি করা বীজ এবং সার নির্ভর করা,কেবল সেচ ব্যবস্থার প্রচার করা,B,"স্থানীয়, প্রেক্ষাপট-ভিত্তিক জলবায়ু অভিযোজন"
CCP,Climate Change Programme,medium,1.5,"""পঙ্খিরাজ"" সিস্টেমের মূল কাজ কী?",পানীয় জলের জন্য পানি পরিশোধন করা,কৃষির জন্য সৌরশক্তি-চালিত সেচ ব্যবস্থা প্রদান করা,ঘরের জন্য বিদ্যুৎ উৎপাদন করা,কৃষির জন্য মাটি প্রক্রিয়াজাত করা,B,কৃষির জন্য সৌরশক্তি-চালিত সেচ ব্যবস্থা প্রদান করা
CCP,Climate Change Programme,easy,1,"""পঙ্খিরাজ"" সেচ ব্যবস্থায় কোন ধরনের শক্তি ব্যবহার করা হয়?",জীবাশ্ম জ্বালানি,সৌর শক্তি,বায়ু শক্তি,জৈব শক্তি,B,সৌর শক্তি
CCP,Climate Change Programme,hard,2,"কেন ""পঙ্খিরাজ"" সিস্টেম কৃষকদের জন্য উপকারী?",এটি ফসলের বৈচিত্র্য কমায়,এটি সেচের জন্য জ্বালানি ও বিদ্যুৎ খরচ কমিয়ে দেয়,এটি রাসায়নিক সার ব্যবহারের পরিমাণ বাড়ায়,এটি কম জমি প্রয়োজন করে,B,এটি সেচের জন্য জ্বালানি ও বিদ্যুৎ খরচ কমিয়ে দেয়
CCP,Climate Change Programme,hard,2,"""পঙ্খিরাজ"" সেচ ব্যবস্থার একটি বিশেষ বৈশিষ্ট্য কী?",এটি ডিজেল ইঞ্জিন ব্যবহার করে,এটি মোবাইল এবং এক স্থান থেকে অন্য স্থানে সরানো যায়,এটি শুধুমাত্র শহুরে এলাকায় কাজ করে,এটি কেবল বড় কৃষিখামারে ব্যবহার করা হয়,B,এটি মোবাইল এবং এক স্থান থেকে অন্য স্থানে সরানো যায়
